"Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm"
"A104_P1","Moreno-Rueda_al_2012_CB","10.1111/j.1523-1739.2011.01793.x",-3.5551,40.38753,493687,869.22,3408.88,0,3408.88,621.56
"A105_P1","Chen_al_2009_PNAS","10.1073/pnas.0809320106",116.54188,6.03531,15.56,8.77,3138.25,856.76,3995.01,1824.75
"A106_P1","Chen_al_2011_GEB","10.1111/j.1466-8238.2010.00594.x",116.54188,6.03531,15.56,8.77,3138.25,856.76,3995.01,1824.75
"A107_P1","Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21
"A108_P1","Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21
"A109_P1","Hargrove_2010_Thesis","n/a",-116.42847,33.27081,4897.35,149.99,3215.93,0,3215.93,192.97
"A11_P1","Mair_al_2012_GCB","10.1111/j.1365-2486.2012.02730.x",-2.66429,54.14455,231509.29,1088.73,1749,0,1749,151.91
"A11_P2","Mair_al_2012_GCB","10.1111/j.1365-2486.2012.02730.x",-2.66429,54.14455,231509.29,1088.73,1749,0,1749,151.91
"A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24
"A110_P2","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24
"A111_P1","Lattman_al_2009_NJB","10.1111/j.1756-1051.2009.00425.x",14.6255,58.16045,134808.86,472.27,611.14,0,611.14,151.11
"A112_P1","Stuart-Smith_al_2010_GCB","10.1111/j.1365-2486.2009.01955.x",147.09627,-42.26813,17727.15,351.61,NA,NA,NA,NA
"A113_P1","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A113_P2","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A113_P3","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A113_P4","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A113_P5","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A114_P1","Eskildsen_al_2013_GEB","10.1111/gcb.12513",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A115_P1","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-121.3238,40.39592,15361.97,112.97,4369.77,44.99,4414.76,1656.8
"A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92
"A115_P3","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-118.85897,36.15054,27477.89,183.37,4296.22,28.09,4324.31,714.11
"A116_P1","Bebber_al_2013_NCC","10.1038/nclimate1990",133.33216,45.54152,99817491.5,8750.09,21064,0,21064,0
"A117_P1","Pinsky_al_2013_Science","10.1126/science.1239352",-49.52963,52.24448,80601.29,305.79,NA,NA,NA,NA
"A117_P2","Pinsky_al_2013_Science","10.1126/science.1239352",-168.72234,58.1964,336042.96,556.89,NA,NA,NA,NA
"A117_P3","Pinsky_al_2013_Science","10.1126/science.1239352",-147.0001,57.46786,522996.92,725.95,NA,NA,NA,NA
"A117_P4","Pinsky_al_2013_Science","10.1126/science.1239352",-92.76906,28.13127,148113.72,294.5,NA,NA,NA,NA
"A117_P5","Pinsky_al_2013_Science","10.1126/science.1239352",-70.81684,40.18485,163911.81,715.34,NA,NA,NA,NA
"A117_P6","Pinsky_al_2013_Science","10.1126/science.1239352",-124.71487,43.57044,133660.36,1275.77,NA,NA,NA,NA
"A117_P7","Pinsky_al_2013_Science","10.1126/science.1239352",-51.66335,48.98899,234486.71,917.6,NA,NA,NA,NA
"A117_P8","Pinsky_al_2013_Science","10.1126/science.1239352",-62.9366,43.89246,78357.38,219.52,NA,NA,NA,NA
"A117_P9","Pinsky_al_2013_Science","10.1126/science.1239352",-62.8829,47.39289,40842.79,245.39,NA,NA,NA,NA
"A118_P1","Wilson_al_2005_EL","10.1111/j.1461-0248.2005.00824.x",-3.92538,40.84336,5193.51,75.3,1795.05,574.54,2369.6,829.27
"A119_P1","Rowe_al_2010_GCB","10.1111/j.1365-2486.2009.02150.x",-115.40379,40.54964,1606.62,119.21,2039.6,1344.64,3384.24,1904.25
"A12_P1","Crimmins_al_2011_Science","10.1126/science.1199040",-121.46752,38.80819,167721.9,860.66,4414.76,0,4414.76,980.89
"A121_P1","Frei_al_2010_BH","10.1007/s00035-010-0076-y",10.00766,46.61312,756.83,44.58,2693.18,1076.37,3769.55,2041.67
"A122_P1","NationalAudubonSociety_2009","n/a",-100.59804,42.16185,10089821.86,4085.43,5835.83,0,5835.83,671.75
"A123_P1","Botts_2012_Thesis","n/a",26.59129,-28.83267,904664.79,1497.77,3448.17,0,3448.17,1279.69
"A125_P1","Wethey_Woodin_2008_Hydrobiologia","10.1007/s10750-008-9338-8",-3.62065,42.04872,115155.55,1453.76,NA,NA,NA,NA
"A128_P1","Santos_al_2014_Ecography","10.1111/ecog.00931",-119.62849,37.82557,3837.29,76.74,3762.9,133.06,3895.96,197.2
"A129_P1","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28
"A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28
"A129_P3","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28
"A129_P4","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28
"A13_P1","Comte_Grenouillet_2013_Ecography","10.1111/j.1600-0587.2013.00282.x",2.45873,46.62622,539441.34,938.2,4686.09,0,4686.09,400.77
"A130_P1","Wu_2016_TAC","10.1007/s00704-015-1553-4",103.90641,36.57178,9336313.16,4008.38,8641.45,0,8641.45,358.44
"A131_P1","Moskwik_2014_JB","10.1111/jbi.12352",-82.93144,35.46877,16643.78,138.15,1916.2,73.4,1989.6,565.88
"A132_P1","Kotwicki_Lauth_2013_DSR2","10.1016/j.dsr2.2013.03.017",-168.40535,58.36499,451631.75,718.4,NA,NA,NA,NA
"A133_P1","Reif_Flousek_2012_Oikos","10.1111/j.1600-0706.2011.20008.x",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29
"A133_P2","Reif_Flousek_2012_Oikos","10.1111/j.1600-0706.2011.20008.x",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29
"A134_P1","Hassall_2015_FS","10.1086/682210.",-2.89838,54.1715,245636.94,1088.73,1749,0,1749,149.26
"A135_P1","Tayleur_al_2015_GEB","10.1111/geb.12308",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88
"A136_P1","Kerr_al_2015_Science","10.1126/science.aaa7031",-105.04622,53.01377,19576335.7,5071.27,6084.98,0,6084.98,489.54
"A136_P2","Kerr_al_2015_Science","10.1126/science.aaa7031",18.79193,53.97872,6490597.98,3654.62,4686.09,0,4686.09,334.21
"A136_P3","Kerr_al_2015_Science","10.1126/science.aaa7031",-105.04622,53.01377,19576335.7,5071.27,6084.98,0,6084.98,489.54
"A136_P4","Kerr_al_2015_Science","10.1126/science.aaa7031",18.79193,53.97872,6490597.98,3654.62,4686.09,0,4686.09,334.21
"A136_P5","Kerr_al_2015_Science","10.1126/science.aaa7031",-105.04622,53.01377,19576335.7,5071.27,6084.98,0,6084.98,489.54
"A136_P6","Kerr_al_2015_Science","10.1126/science.aaa7031",18.79193,53.97872,6490597.98,3654.62,4686.09,0,4686.09,334.21
"A137_P1","Wu_2016_EM","10.1007/s00267-015-0600-3",103.90641,36.57178,9336313.16,4008.38,8641.45,0,8641.45,358.44
"A138_P1","Pakeman_al_2015_GCB","10.1111/gcb.12999",-85.42947,44.33714,149355.93,628.57,1826.07,8.96,1835.04,249.07
"A139_P1","Myers_al_2009_GCB","10.1111/j.1365-2486.2009.01846.x",-86.43865,45.89822,209095.67,368.99,1826.07,8.96,1835.04,417.94
"A139_P2","Myers_al_2009_GCB","10.1111/j.1365-2486.2009.01846.x",-86.43865,45.89822,209095.67,368.99,1826.07,8.96,1835.04,417.94
"A14_P1","Felde_al_2012_Ecography","10.1111/j.1600-0587.2011.07057.x",9.00528,61.48863,57.49,6.4,889.85,931.54,1821.39,1075.88
"A141_P1","Stafford_al_2013_EI","10.1016/j.ecoinf.2013.03.003",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94
"A142_P1","Flousek_al_2015_PlosOne","10.1371/journal.pone.0139465",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29
"A143_P1","Lehikoinen_Virkkala_2016_GCB","10.1111/gcb.13150",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A144_P1","Valimaki_al_2016_Oecologia","10.1007/s00442-015-3525-x",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A145_P1","Wu_Shi_2016_EI","10.1016/j.ecoinf.2015.11.013",103.90641,36.57178,9336313.16,4008.38,8641.45,0,8641.45,358.44
"A146_P1","Hill_al_2016_GCB","10.1111/gcb.13129",163.93918,-20.07018,12860657.5,4301.59,NA,NA,NA,NA
"A147_P1","Wolf_al_2016_GEB","10.1111/geb.12423",-119.60286,37.25033,407861.68,1073.55,4414.76,0,4414.76,984.84
"A149_P1","Sabates_al_2006_GCB","10.1111/j.1365-2486.2006.01246.x",2.20937,41.30015,10023.59,227.14,NA,NA,NA,NA
"A15_P1","Grewe_al_2013_GEB","10.1111/geb.12004",12.99395,52.59399,5003739.18,3654.24,4686.09,0,4686.09,338.54
"A151_P1","Yamano_al_2011_GRL","10.1029/2010GL046474",134.00428,33.43261,22366.66,546.33,NA,NA,NA,NA
"A152_P1","Yemane_al_2014_RFBF","10.1007/s11160-014-9357-7",17.37301,-32.03577,104309.63,857.08,NA,NA,NA,NA
"A152_P2","Yemane_al_2014_RFBF","10.1007/s11160-014-9357-7",13.50873,-23.56533,205230.14,1469.44,NA,NA,NA,NA
"A152_P3","Yemane_al_2014_RFBF","10.1007/s11160-014-9357-7",12.36681,-10.02565,145234.46,1374.47,NA,NA,NA,NA
"A153_P1","Malis_al_2016_GCB","10.1111/gcb.13210",19.67587,48.84615,37513.78,162.35,2410.3,87,2497.3,231
"A154_P1","MacLaren_2016_JAE","10.1016/j.jaridenv.2016.02.001",57.31716,23.20704,40.31,9.77,2286.67,666.64,2953.31,2443.58
"A155_P1","Potvin_al_2016_JAB","10.1111/jav.00941",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01
"A155_P2","Potvin_al_2016_JAB","10.1111/jav.00941",14.62636,53.2406,5925511.01,5183.43,4686.09,0,4686.09,380.08
"A156_P1","Kuhn_al_2016_GCB","10.1111/gcb.13243",2.45873,46.62622,539441.34,938.2,4686.09,0,4686.09,400.77
"A157_P1","Sultaire_al_2016_ProcB","10.1098/rspb.2015.3104",-90.01169,44.63802,145364.59,498.42,1826.03,9.01,1835.04,500.64
"A158_P1","Pernollet_al_2015_Ibis","10.1111/ibi.12298",8.29097,46.79246,14075.63,155.19,4218.03,174.4,4392.43,378.87
"A158_P2","Pernollet_al_2015_Ibis","10.1111/ibi.12298",9.67053,46.65012,5526,75.97,3618.83,250.71,3869.54,429.81
"A158_P3","Pernollet_al_2015_Ibis","10.1111/ibi.12298",7.64076,46.13813,3317.91,73.57,4260.13,182.44,4442.57,1348.75
"A158_P4","Pernollet_al_2015_Ibis","10.1111/ibi.12298",8.93566,46.29566,3305.77,82.65,3709.03,160.52,3869.54,2363.92
"A159_P1","Pyke_al_2016_Ecosphere","10.1002/ecs2.1267",-107.00005,38.95834,39.95,17.82,1369.23,2697,4066.22,3995.95
"A159_P2","Pyke_al_2016_Ecosphere","10.1002/ecs2.1267",-107.00005,38.95834,39.95,17.82,1369.23,2697,4066.22,3995.95
"A16_P1","Popy_al_2010_JB","10.1111/j.1365-2699.2009.02197.x",8.0935,45.713,105.4,8.77,1665.3,510.02,2175.32,1620.81
"A160_P1","Kuletz_al_2014_DPR","10.1016/j.dsr2.2014.05.006",-59.63961,57.70781,2573612.89,1622.31,NA,NA,NA,NA
"A161_P1","Renner_al_2012_MEPS","10.1656/058.013.0405",-109.57918,55.75126,2016298.32,1742.08,NA,NA,NA,NA
"A162_P1","Hovick_al_2016_BC","10.1007/s10531-016-1053-6",-100.02659,40.50261,1889961.86,2430.05,4349.25,0,4349.25,1125.8
"A163_P1","Beaugrand_al_2009_GCB","10.1111/j.1365-2486.2009.01848.x",-13.55727,55.13811,5476465.41,2732.36,NA,NA,NA,NA
"A164_P1","Fenberg_Rivadeneira_2011_JB","10.1111/j.1365-2699.2011.02572.x",-117.49646,32.00808,171.38,2173.28,NA,NA,NA,NA
"A165_P1","Jones_al_2012_GEB","10.1111/j.1466-8238.2011.00721.x",-75.18985,38.48496,313.68,835.57,NA,NA,NA,NA
"A166_P1","Landa_al_2014_FO","10.1111/fog.12085",33.85129,74.14495,2868345.8,1757.58,NA,NA,NA,NA
"A167_P1","Wells_Tonkyn_2014_ICD","10.1111/icad.12059",-86.44191,36.86763,1606849.89,1041.21,2041.88,0,2041.88,1565.79
"A168_P1","Wilson_al_2013_PLoSONE","10.1371/journal.pone.0065408",-116.93864,39.87367,1497643.42,2841.33,5293.25,0,5293.25,1308.86
"A169_P1","Ling_al_2009_GCB","10.1111/j.1365-2486.2008.01734.x",147.57316,-42.75122,45.59,299,NA,NA,NA,NA
"A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176
"A170_P1","Stueve_al_2011_Ecology","https://www.jstor.org/stable/41151158",-150.06169,63.59501,105.73,9.58,1051.29,644.8,1696.09,836.51
"A171_P1","Vittoz_al_2008_JVS","10.3170/2008-8-18434",9.94309,46.40615,0.13,0.43,187.6,2523.09,2710.69,2523.09
"A172_P1","Rannow_2013_SJFR","10.1080/02827581.2013.793776",7.3996,60.53228,255.41,15.03,1707.02,163.93,1870.95,1213.86
"A173_P1","Merrill_al_2008_JAE","10.1111/j.1365-2656.2007.01303.x",-3.90945,40.78037,2700.66,65.88,1800.32,569.28,2369.6,895.41
"A174_P1","Morelli_al_2012_PRSB","10.1098/rspb.2012.1301",-120.31064,39.23341,87804.25,766.04,4414.76,0,4414.76,1310.83
"A176_P1","Nicastro_al_2013_BMCB","10.1186/1741-7007-11-6",-8.47897,36.94664,201.43,2053.08,NA,NA,NA,NA
"A177_P1","Kullman_2002_JE","10.1046/j.0022-0477.2001.00630.x",13.07687,63.44078,50.73,6.46,992.04,370.69,1362.73,694.79
"A178_P1","Walther_al_2005_JVS","10.1111/j.1654-1103.2005.tb02394.x",9.99106,46.44322,115.62,13.98,2042.09,1826,3868.09,2454.83
"A179_P1","Yang_al_2011_GCB","10.1111/j.1365-2486.2011.02394.x",-119.64518,37.81478,4533.55,77.92,3762.9,133.06,3895.96,164.85
"A18_P1","Poyry_al_2009_GCB","10.1111/j.1365-2486.2008.01789.x",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54
"A180_P1","Monahan_Hijmans_2008_BL","10.1098/rsbl.2008.0154",-88.69487,40.46216,6586055.41,2687.44,4349.25,0,4349.25,943.32
"A181_P1","Massimino_al_2015_BS","10.1080/00063657.2015.1089835",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94
"A183_P1","Riley_al_2014_SENA","10.1656/058.013.0405",-82.09652,28.21913,83665.28,960.65,NA,NA,NA,NA
"A184_P1","Penuelas_Boada_2003_GCB","10.1046/j.1365-2486.2003.00566.x",2.38932,41.77379,324.85,18.44,1546.56,84.5,1631.06,607.92
"A185_P1","Pateman_al_2012_Science","10.1126/science.1216980",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94
"A186_P1","VanBogaert_al_2011_JB","10.1111/j.1365-2699.2010.02453.x",18.85382,68.37073,733.69,27.33,1395.2,329.18,1724.38,923.98
"A187_P1","Solow_al_2014_BL","10.1098/rsbl.2013.0808",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94
"A187_P2","Solow_al_2014_BL","10.1098/rsbl.2013.0808",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94
"A188_P1","Serrano_al_2012_PLoSOne","10.1371/journal.pone.0052739",1.99449,41.39727,19.99,212.42,NA,NA,NA,NA
"A19_P1","Groom_2013_PeerJ","10.7717/peerj.77",-1.88288,51.85137,106862.2,361.26,1028.23,0,1028.23,109.56
"A19_P2","Groom_2013_PeerJ","10.7717/peerj.77",-3.19002,55.70902,121647.47,603.13,1749,0,1749,190.13
"A19_P3","Groom_2013_PeerJ","10.7717/peerj.77",-3.77083,52.343,21287.3,210.91,1028.23,0,1028.23,192.44
"A19_P4","Groom_2013_PeerJ","10.7717/peerj.77",-4.16498,56.68488,75614.52,398.56,1749,0,1749,232.32
"A190_P1","Tryjanowski_al_2005_DD","10.1111/j.1366-9516.2005.00140.x",20.01979,49.48525,2660.01,51.52,2161.08,323.22,2484.3,808.84
"A191_P1","Dumais_al_2014_ERL","10.1088/1748-9326/9/9/094001",-66.00349,48.98522,0.5,0.72,260.69,891.74,1152.43,891.74
"A192_P1","Morueta-Holme_al_2015_PNAS","10.1073/pnas.1509938112",-78.82328,-1.46665,99.87,11.35,2310.1,3901.74,6211.84,4079.93
"A193_P1","Shiyatov_al_2007_RJE","10.1134/S1067413607040017",66.13517,67.09186,2260.4,46.26,1240.96,62.63,1303.59,307.33
"A194_P1","Hsieh_al_2009_GCB","10.1111/j.1365-2486.2009.01875.x",-121.11411,32.74546,202618.61,585.97,NA,NA,NA,NA
"A195_P1","DeLuca_2013_Thesis","n/a",-71.47497,44.20842,4329.49,70.88,1805.74,67.2,1872.94,419.77
"A196_P1","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-68.07695,43.13126,110965.43,398.7,NA,NA,NA,NA
"A196_P2","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-68.07695,43.13126,110965.43,398.7,NA,NA,NA,NA
"A196_P3","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-71.98624,39.50121,207609.73,813.65,NA,NA,NA,NA
"A196_P4","Kleisner_al_2016_PLoSONE","10.1371/journal.pone.0149220",-71.98624,39.50121,207609.73,813.65,NA,NA,NA,NA
"A2_P1","Alofs_al_2014_DD","10.1111/ddi.12130",-86.07919,50.44891,986446.73,1567.47,2668.91,0,2668.91,577.33
"A20_P1","Hickling_al_2005_GCB","10.1111/j.1365-2486.2005.00904.x",-2.66429,54.14455,231509.29,1088.73,1749,0,1749,151.91
"A201_P1","Swaby_al_1999_JFB","10.1111/j.1095-8649.1999.tb02061.x",-7.62174,48.41051,443535.11,1787.67,NA,NA,NA,NA
"A202_P1","Cubillos_al_2007_MEPS","10.3354/meps07058",145.45264,-55.08309,4511046.34,2406.33,NA,NA,NA,NA
"A203_P1","Dawson_al_2010_ME","10.1111/j.1365-294X.2010.04588.x",-117.98086,32.55369,163.53,1834.19,NA,NA,NA,NA
"A204_P1","Aguirre-Gutierrez_al_2016_SR","10.1038/srep24451",5.59574,52.25608,36832.07,279.02,368.87,0,368.87,26.53
"A205_P1","Tape_al_2016_PLoSONE","10.1371/journal.pone.0152636",-152.67913,67.20296,733709.06,646.79,2635.5,0,2635.5,0
"A206_P1","Zhang_al_2009_IJRS","10.1080/01431160802509009",127.97682,42.03728,1931.33,77.38,2200.5,478.41,2678.91,776.44
"A207_P1","Crozier_2003_Oecologia","10.1007/s00442-003-1219-2",-121.47206,45.45317,105579.21,495.48,5044.43,0,5044.43,980.83
"A208_P1","Moreno-Fernandez_al_2016_FEM","10.1016/j.foreco.2016.04.024",-3.90934,40.69587,3473.66,107.59,1941.72,427.88,2369.6,857.5
"A209_P1","Ambrosini_al_2011_CR","10.3354/cr01025",15.83697,4.85983,11413252.23,3185.45,4844.27,0,4844.27,557.71
"A209_P2","Ambrosini_al_2011_CR","10.3354/cr01025",24.10977,-20.86588,5161233.02,2918.31,3448.17,0,3448.17,1019.21
"A21_P1","Holzinger_al_2008_PE","10.1007/s11258-007-9314-9",9.91731,46.62205,855.71,48.4,2884.7,884.85,3769.55,1052.03
"A211_P1","Kitahara_al_2001_TLSJ","n/a",134.53693,34.35739,166678.01,577.19,4832.58,0,4832.58,372.03
"A212_P1","Perissinotto_al_2011_AE","10.4001/003.019.0115",25.16234,-29.01517,1251745.67,1494.43,3448.17,0,3448.17,1264.17
"A212_P2","Perissinotto_al_2011_AE","10.4001/003.019.0115",25.16234,-29.01517,1251745.67,1494.43,3448.17,0,3448.17,1264.17
"A213_P1","Tu_al_2015_FO","10.1111/fog.12101",135.73556,37.3716,138621.01,752.76,NA,NA,NA,NA
"A214_P1","Coristine_al_2015_EE","10.1002/ece3.1683",-98.25898,40.82978,9199076.56,2975.94,5044.43,0,5044.43,725.25
"A215_P1","Assandri_Morganti_2014_BS","10.1080/00063657.2014.988600",6.55039,45.86626,376386.9,908.83,4686.09,0,4686.09,1
"A216_P1","Overholtz_Keith_2011_MCF","10.1080/19425120.2011.578485",-69.85289,41.37275,277070.19,845.83,NA,NA,NA,NA
"A217_P1","Moret_al_2016_ICD","10.1111/icad.12173",-78.57939,-0.18051,139.89,15.3,2099.8,2529.59,4629.4,2768.1
"A218_P1","Martinet_al_2016_IJE","10.1080/00379271.2015.1118357",21.36107,62.8038,1559789.95,1500.58,3485.1,0,3485.1,246.37
"A219_P1","Leidenberger_al_2012_JCB","10.1163/193724012X626485",17.58683,58.42664,502680.95,1177.22,NA,NA,NA,NA
"A22_P1","Telwala_al_2013_PLoSONE","10.1371/journal.pone.0057103",88.54716,27.89241,2080.6,48.54,5443.9,2439.18,7883.08,4749.33
"A220_P1","Wehtje_2003_JB","10.1046/j.1365-2699.2003.00970.x",-99.12013,39.53066,7937463.8,2740.96,5044.43,0,5044.43,752.03
"A221_P1","Veech_al_2011_JB","10.1111/j.1365-2699.2010.02397.x",-81.04586,38.4612,1889091.89,2536.89,2668.91,0,2668.91,254.08
"A221_P2","Veech_al_2011_JB","10.1111/j.1365-2699.2010.02397.x",-97.1945,38.7663,3372020.2,2653.74,5044.43,0,5044.43,736.24
"A221_P3","Veech_al_2011_JB","10.1111/j.1365-2699.2010.02397.x",-114.39129,40.97677,2638319.78,1971.92,5044.43,0,5044.43,1200.26
"A224_P1","Juvik_al_2011_Ecology","http://www.jstor.org/stable/41151160",-155.51379,19.56263,8.37,6.02,875.29,2517.94,3393.24,2611.27
"A225_P1","Dolezal_al_2016_SR","10.1038/srep24881",77.35294,33.78027,51099.77,322.83,7286.94,228.82,7515.77,3714.61
"A226_P1","Reid_Goodman_2016_TAFS","10.1080/00028487.2016.1159615",-123.01559,39.94257,64519.15,582.84,4414.76,0,4414.76,1077.02
